Rating,# words,# pics,Days since review,Useful
5,48,0,1268,Not Useful
5,104,0,874,Not Useful
5,233,2,1406,Slightly Useful
5,51,0,963,Not Useful
2,148,0,944,Not Useful
4,72,0,1126,Not Useful
5,48,0,730,Not Useful
4,143,0,1412,Not Useful
1,842,0,1813,Moderately Useful
2,321,0,1810,Moderately Useful
4,341,0,1295,Slightly Useful
5,41,0,790,Not Useful
3,59,0,1579,Not Useful
2,121,0,1526,Not Useful
2,170,0,1307,Not Useful
5,52,0,1269,Not Useful
2,187,0,1684,Not Useful
5,37,0,1412,Not Useful
5,29,3,1497,Not Useful
5,17,0,1300,Not Useful
4,37,0,1511,Not Useful
4,43,0,1406,Not Useful
1,49,0,1870,Slightly Useful
5,77,0,1759,Not Useful
5,40,0,1848,Slightly Useful
5,66,0,1563,Not Useful
1,50,0,1792,Not Useful
4,56,0,1839,Slightly Useful
1,34,0,1489,Not Useful
3,178,0,1806,Not Useful
2,57,0,1521,Not Useful
5,280,0,1834,Not Useful
5,91,0,260,Not Useful
5,34,0,260,Not Useful
3,80,3,151,Slightly Useful
5,27,0,150,Not Useful
4,136,0,352,Not Useful
3,77,2,443,Moderately Useful
3,79,0,443,Moderately Useful
1,128,0,217,Not Useful
2,83,0,211,Not Useful
3,64,2,456,Not Useful
5,58,0,195,Not Useful
3,73,0,351,Not Useful
4,228,0,510,Not Useful
2,59,0,381,Not Useful
5,316,3,446,Not Useful
5,214,1,901,Slightly Useful
5,36,0,251,Not Useful
3,171,0,452,Not Useful
5,28,0,204,Not Useful
5,25,0,309,Not Useful
5,57,1,647,Not Useful
5,16,0,294,Not Useful
5,43,0,327,Not Useful
4,203,1,864,Slightly Useful
1,87,0,473,Not Useful
4,127,0,698,Not Useful
5,31,0,450,Not Useful
4,33,0,513,Not Useful
4,133,2,955,Not Useful
1,88,0,540,Not Useful
5,20,0,420,Not Useful
3,108,0,499,Not Useful
1,52,0,339,Not Useful
2,64,0,441,Not Useful
5,31,0,516,Not Useful
1,62,0,401,Not Useful
5,18,0,523,Not Useful
5,96,3,797,Not Useful
4,200,0,687,Not Useful
4,417,2,1033,Not Useful
5,72,0,338,Not Useful
5,41,0,550,Not Useful
4,50,1,1148,Not Useful
5,29,0,425,Not Useful
3,247,0,876,Slightly Useful
4,53,0,589,Not Useful
1,69,0,395,Not Useful
5,92,0,949,Not Useful
5,30,0,658,Not Useful
3,71,0,887,Not Useful
4,353,0,1055,Slightly Useful
5,39,0,678,Not Useful
4,47,1,921,Not Useful
4,25,0,714,Not Useful
5,63,0,1101,Not Useful
5,19,0,701,Not Useful
1,29,0,676,Not Useful
4,50,0,735,Not Useful
3,142,0,1109,Not Useful
5,30,0,513,Not Useful
4,38,0,1124,Not Useful
5,30,0,686,Not Useful
4,98,0,777,Not Useful
4,16,0,753,Not Useful
5,146,0,1643,Slightly Useful
3,120,1,2286,Slightly Useful
2,50,0,787,Not Useful
5,39,0,898,Not Useful
4,117,0,1551,Not Useful
3,48,2,1758,Slightly Useful
5,47,0,779,Not Useful
5,82,0,831,Not Useful
5,86,0,633,Not Useful
5,57,0,863,Not Useful
5,40,1,851,Not Useful
1,68,1,803,Not Useful
4,61,0,953,Not Useful
3,27,0,627,Not Useful
4,159,0,1365,Not Useful
3,126,2,1387,Not Useful
4,170,0,1078,Not Useful
5,43,0,698,Not Useful
4,25,0,1088,Not Useful
5,70,0,968,Not Useful
1,87,0,1226,Slightly Useful
1,94,0,768,Not Useful
5,23,0,720,Not Useful
4,43,0,1515,Not Useful
4,236,1,2285,Not Useful
5,33,0,1144,Not Useful
4,41,0,1161,Not Useful
5,22,0,1071,Not Useful
5,53,0,1268,Not Useful
5,15,0,1067,Not Useful
3,290,2,2364,Slightly Useful
1,78,0,1720,Slightly Useful
5,33,0,1256,Not Useful
5,73,1,2597,Slightly Useful
4,75,0,1673,Not Useful
4,219,0,1808,Not Useful
1,499,0,2229,Moderately Useful
4,48,1,1912,Not Useful
5,20,0,1297,Not Useful
4,186,0,2266,Slightly Useful
4,193,0,2321,Slightly Useful
4,42,0,1345,Not Useful
3,8,0,1484,Not Useful
2,198,0,1897,Slightly Useful
1,130,0,1489,Not Useful
3,58,0,1730,Not Useful
3,137,0,1757,Not Useful
5,129,0,2548,Not Useful
4,92,0,1888,Not Useful
5,18,0,1457,Not Useful
5,260,0,2668,Moderately Useful
5,22,0,1642,Not Useful
5,29,0,1789,Not Useful
4,150,2,146,Not Useful
4,139,5,196,Moderately Useful
4,88,2,202,Not Useful
5,175,0,135,Not Useful
4,156,4,244,Extremely Useful
4,101,1,249,Not Useful
4,139,0,154,Slightly Useful
5,140,0,149,Not Useful
4,243,0,221,Slightly Useful
1,73,0,139,Not Useful
3,53,0,139,Not Useful
3,144,0,175,Not Useful
3,270,4,345,Not Useful
4,45,2,256,Not Useful
4,202,3,232,Not Useful
4,58,4,289,Slightly Useful
4,320,0,268,Not Useful
4,140,7,500,Moderately Useful
5,251,0,280,Not Useful
4,91,1,248,Not Useful
5,307,4,519,Slightly Useful
5,47,1,298,Not Useful
4,166,0,367,Moderately Useful
4,76,0,155,Not Useful
4,118,2,232,Not Useful
5,98,3,204,Not Useful
4,37,0,212,Not Useful
5,357,0,386,Moderately Useful
4,322,4,386,Slightly Useful
4,22,0,155,Not Useful
4,263,3,578,Not Useful
4,133,0,244,Not Useful
5,188,0,145,Not Useful
1,64,0,161,Not Useful
5,36,5,306,Not Useful
3,70,0,274,Not Useful
3,125,2,419,Not Useful
4,54,0,171,Not Useful
5,39,0,179,Not Useful
5,238,5,618,Slightly Useful
5,111,0,412,Not Useful
5,33,0,187,Not Useful
4,151,0,199,Not Useful
5,16,0,146,Not Useful
5,47,0,195,Not Useful
4,259,7,521,Slightly Useful
5,113,2,689,Not Useful
5,16,0,205,Not Useful
4,121,6,468,Not Useful
5,15,0,205,Not Useful
4,74,1,569,Slightly Useful
3,356,4,723,Not Useful
5,514,11,533,Slightly Useful
3,96,0,222,Not Useful
4,233,3,351,Not Useful
3,228,2,787,Slightly Useful
4,163,1,373,Not Useful
5,29,4,349,Not Useful
5,195,7,812,Slightly Useful
5,34,0,247,Not Useful
5,56,0,258,Not Useful
4,133,1,401,Not Useful
5,61,0,232,Not Useful
3,181,2,815,Not Useful
4,43,3,337,Not Useful
4,18,0,237,Not Useful
4,219,8,883,Slightly Useful
5,58,1,412,Not Useful
5,205,8,817,Not Useful
4,377,2,906,Highly Useful
3,217,3,257,Not Useful
3,93,5,838,Slightly Useful
3,80,0,424,Not Useful
3,308,2,882,Slightly Useful
5,22,1,448,Not Useful
4,113,10,880,Slightly Useful
4,177,9,916,Slightly Useful
4,81,4,866,Not Useful
5,115,3,698,Not Useful
4,38,0,187,Not Useful
4,330,0,540,Slightly Useful
5,65,0,531,Slightly Useful
5,90,0,461,Not Useful
4,205,3,523,Not Useful
4,384,3,714,Not Useful
4,108,0,623,Not Useful
5,99,0,264,Not Useful
4,512,5,961,Slightly Useful
5,361,2,893,Slightly Useful
4,80,0,359,Slightly Useful
5,23,3,450,Not Useful
1,183,1,204,Not Useful
3,164,3,1009,Moderately Useful
4,181,8,1015,Moderately Useful
4,37,0,272,Not Useful
4,73,0,323,Not Useful
5,145,0,331,Slightly Useful
2,45,1,1005,Slightly Useful
3,323,4,751,Slightly Useful
4,243,3,508,Not Useful
4,119,0,510,Not Useful
4,113,0,309,Not Useful
4,126,7,952,Not Useful
4,86,0,302,Not Useful
4,41,0,279,Not Useful
4,176,0,750,Slightly Useful
5,99,3,475,Not Useful
5,91,2,502,Not Useful
4,58,1,489,Not Useful
5,34,0,215,Not Useful
1,53,0,539,Not Useful
4,114,0,748,Not Useful
4,34,0,535,Not Useful
5,54,0,415,Slightly Useful
5,17,1,501,Not Useful
5,80,0,293,Not Useful
4,228,0,603,Slightly Useful
4,119,0,557,Not Useful
3,190,0,537,Not Useful
4,20,2,571,Not Useful
4,30,0,215,Not Useful
4,127,0,753,Not Useful
4,132,2,821,Slightly Useful
3,76,0,508,Not Useful
3,31,0,486,Not Useful
5,44,2,786,Not Useful
4,103,3,817,Slightly Useful
4,62,0,549,Not Useful
5,209,0,315,Not Useful
5,36,0,379,Not Useful
5,46,0,384,Not Useful
4,22,0,615,Not Useful
4,131,0,836,Slightly Useful
4,65,0,559,Not Useful
4,127,0,845,Slightly Useful
4,241,2,794,Not Useful
5,139,0,250,Not Useful
4,43,0,342,Not Useful
5,19,0,369,Not Useful
4,206,0,849,Not Useful
5,32,0,453,Not Useful
5,39,2,623,Not Useful
4,204,3,821,Not Useful
4,85,0,632,Not Useful
5,179,0,664,Not Useful
5,58,0,475,Not Useful
2,379,0,354,Not Useful
2,132,0,870,Slightly Useful
3,281,0,666,Not Useful
5,83,0,422,Not Useful
5,17,0,424,Not Useful
4,80,0,411,Not Useful
4,198,0,584,Not Useful
3,223,0,877,Slightly Useful
1,176,0,692,Slightly Useful
5,39,0,656,Not Useful
3,106,0,387,Not Useful
1,322,1,868,Slightly Useful
5,36,0,415,Not Useful
5,29,0,436,Not Useful
5,26,0,416,Not Useful
4,105,0,706,Not Useful
4,25,0,391,Not Useful
3,117,0,724,Slightly Useful
5,21,0,477,Not Useful
4,126,0,429,Not Useful
5,122,0,903,Not Useful
4,30,0,504,Not Useful
3,207,0,982,Slightly Useful
5,53,0,433,Not Useful
3,131,0,957,Not Useful
3,228,2,1003,Moderately Useful
3,56,0,455,Not Useful
4,122,2,972,Slightly Useful
5,15,0,436,Not Useful
4,252,0,926,Not Useful
4,162,0,598,Not Useful
3,255,1,1009,Slightly Useful
5,146,0,681,Not Useful
5,22,0,423,Not Useful
1,178,2,704,Not Useful
5,100,0,661,Not Useful
3,228,0,992,Not Useful
4,51,0,461,Not Useful
5,38,0,754,Not Useful
3,128,0,663,Not Useful
5,20,0,423,Not Useful
3,58,1,731,Not Useful
4,100,1,991,Not Useful
4,219,5,911,Not Useful
4,211,4,983,Not Useful
4,98,5,960,Not Useful
4,52,0,447,Not Useful
4,281,1,919,Not Useful
4,38,0,675,Not Useful
5,131,12,902,Not Useful
4,266,0,757,Not Useful
5,24,0,553,Not Useful
5,44,0,524,Not Useful
4,21,0,524,Not Useful
5,666,6,1001,Not Useful
4,158,0,784,Not Useful
3,168,0,765,Not Useful
1,63,0,461,Not Useful
4,26,2,917,Not Useful
5,78,0,465,Not Useful
4,86,0,745,Not Useful
4,86,0,303,Not Useful
1,156,0,304,Not Useful
4,166,0,764,Not Useful
5,37,0,529,Not Useful
2,79,0,573,Not Useful
4,115,0,488,Not Useful
5,29,1,747,Not Useful
4,79,0,618,Not Useful
4,53,0,623,Not Useful
4,35,0,310,Not Useful
5,58,0,537,Not Useful
5,19,0,333,Not Useful
4,43,0,698,Not Useful
5,22,2,518,Not Useful
3,87,0,749,Not Useful
5,108,2,984,Not Useful
5,38,0,503,Not Useful
4,141,4,1001,Not Useful
5,24,0,322,Not Useful
4,30,0,533,Not Useful
4,51,0,563,Not Useful
4,25,0,608,Not Useful
3,297,0,856,Slightly Useful
5,37,0,822,Not Useful
4,113,0,533,Not Useful
3,243,0,848,Not Useful
4,240,0,905,Moderately Useful
5,58,0,541,Not Useful
3,16,0,420,Not Useful
3,134,0,749,Not Useful
4,265,0,651,Not Useful
4,191,0,907,Slightly Useful
3,97,0,834,Not Useful
5,26,0,363,Not Useful
1,133,0,923,Moderately Useful
5,43,3,808,Not Useful
5,74,0,684,Not Useful
4,37,0,400,Not Useful
5,54,0,374,Not Useful
5,108,0,650,Not Useful
5,37,0,611,Not Useful
2,82,0,916,Slightly Useful
5,140,0,615,Not Useful
1,83,0,844,Not Useful
4,71,3,826,Not Useful
4,76,0,852,Not Useful
4,134,0,832,Not Useful
4,564,0,966,Slightly Useful
5,82,1,934,Not Useful
5,26,0,399,Not Useful
4,25,2,816,Not Useful
4,73,0,855,Not Useful
2,291,0,902,Not Useful
1,109,0,1008,Moderately Useful
2,114,0,1001,Moderately Useful
4,47,1,1017,Moderately Useful
4,63,0,623,Not Useful
3,50,0,647,Not Useful
3,217,0,963,Not Useful
5,168,0,919,Not Useful
2,79,0,608,Not Useful
5,107,0,608,Not Useful
5,53,2,1012,Slightly Useful
3,182,0,670,Not Useful
5,29,0,638,Not Useful
3,67,0,638,Not Useful
5,21,0,659,Not Useful
4,151,2,1009,Slightly Useful
3,241,2,998,Slightly Useful
5,58,2,982,Not Useful
3,57,0,985,Not Useful
5,53,0,679,Not Useful
5,31,1,924,Not Useful
4,114,0,439,Not Useful
4,74,0,467,Not Useful
3,31,0,711,Not Useful
4,21,1,975,Not Useful
5,16,1,837,Not Useful
5,64,0,446,Not Useful
5,22,0,448,Not Useful
5,140,0,975,Not Useful
4,280,0,927,Not Useful
3,57,0,706,Not Useful
1,30,0,439,Not Useful
5,93,0,769,Not Useful
3,194,0,558,Not Useful
5,49,0,644,Not Useful
5,17,1,895,Not Useful
5,29,2,902,Not Useful
4,138,0,961,Not Useful
5,20,0,502,Not Useful
4,48,0,910,Not Useful
5,40,0,969,Not Useful
4,71,0,759,Not Useful
5,24,0,685,Not Useful
3,250,0,846,Not Useful
5,43,0,726,Not Useful
5,19,0,728,Not Useful
4,16,0,696,Not Useful
5,43,0,674,Not Useful
4,202,0,979,Not Useful
3,31,0,759,Not Useful
4,27,0,727,Not Useful
4,182,0,563,Not Useful
5,25,0,821,Not Useful
3,19,0,813,Not Useful
3,75,0,513,Not Useful
4,26,1,986,Not Useful
5,93,0,857,Slightly Useful
5,29,0,766,Not Useful
5,142,0,845,Not Useful
4,337,0,974,Not Useful
4,95,0,766,Not Useful
3,114,0,902,Moderately Useful
4,113,0,779,Not Useful
4,139,0,968,Not Useful
5,15,0,799,Not Useful
4,35,0,785,Not Useful
4,86,0,560,Not Useful
4,81,0,768,Not Useful
4,105,0,853,Not Useful
4,49,0,775,Not Useful
4,60,0,891,Not Useful
4,60,0,754,Not Useful
1,79,0,850,Not Useful
3,61,0,849,Not Useful
5,38,0,783,Not Useful
2,178,0,805,Not Useful
5,30,0,394,Not Useful
2,43,0,962,Slightly Useful
5,21,0,974,Slightly Useful
3,85,0,774,Not Useful
4,40,0,891,Not Useful
5,74,0,931,Not Useful
5,34,0,982,Slightly Useful
3,56,0,960,Not Useful
4,16,0,895,Not Useful
4,127,0,816,Not Useful
1,120,0,1000,Not Useful
5,23,0,974,Not Useful
5,31,0,974,Not Useful
4,26,0,802,Not Useful
2,44,0,813,Not Useful
4,33,0,842,Not Useful
5,40,0,843,Not Useful
1,147,0,818,Not Useful
5,37,0,874,Not Useful
2,58,0,936,Not Useful
4,17,0,1007,Not Useful
4,62,0,996,Not Useful
3,144,0,951,Not Useful
5,125,0,932,Not Useful
2,143,0,1014,Slightly Useful
5,21,0,956,Not Useful
4,175,0,744,Not Useful
5,33,0,906,Not Useful
3,62,0,785,Not Useful
4,30,0,940,Not Useful
5,35,0,906,Not Useful
5,45,0,936,Not Useful
4,55,0,997,Not Useful
3,19,0,744,Not Useful
3,262,0,826,Not Useful
5,19,0,795,Not Useful
4,31,0,812,Not Useful
3,20,0,943,Not Useful
5,161,0,988,Not Useful
5,18,0,895,Not Useful
4,80,0,940,Not Useful
4,57,0,873,Not Useful
4,206,0,873,Not Useful
1,98,0,915,Not Useful
5,18,0,918,Not Useful
5,56,0,964,Not Useful
2,115,0,986,Not Useful
5,22,0,154,Not Useful
5,146,2,377,Slightly Useful
5,190,0,704,Slightly Useful
5,230,4,709,Slightly Useful
5,198,0,785,Moderately Useful
5,171,1,509,Not Useful
5,39,0,338,Not Useful
5,32,0,331,Not Useful
5,59,0,409,Not Useful
5,31,1,688,Not Useful
5,81,0,466,Not Useful
4,199,0,761,Not Useful
5,148,3,1170,Slightly Useful
5,74,0,863,Slightly Useful
5,24,1,1084,Not Useful
5,164,0,1161,Not Useful
5,33,0,1031,Not Useful
5,56,0,1220,Not Useful
5,161,0,1208,Slightly Useful
5,188,0,1086,Not Useful
5,13,0,1165,Not Useful
5,14,0,1186,Not Useful
4,101,11,139,Not Useful
3,411,1,161,Slightly Useful
1,497,1,200,Slightly Useful
4,173,0,206,Slightly Useful
4,164,0,213,Slightly Useful
3,400,3,414,Slightly Useful
3,136,1,267,Not Useful
4,100,0,192,Not Useful
3,16,0,137,Not Useful
5,88,3,260,Not Useful
3,19,0,146,Not Useful
5,35,0,154,Not Useful
1,88,0,189,Slightly Useful
5,151,0,231,Not Useful
2,44,0,178,Not Useful
5,41,0,164,Not Useful
5,31,1,251,Not Useful
5,81,1,436,Not Useful
5,25,0,177,Not Useful
2,66,0,203,Not Useful
4,63,1,658,Slightly Useful
5,137,0,186,Not Useful
3,115,0,487,Not Useful
5,46,3,197,Not Useful
1,848,0,405,Moderately Useful
2,81,0,267,Slightly Useful
4,78,0,359,Not Useful
5,90,0,213,Not Useful
5,85,0,245,Not Useful
2,255,0,471,Slightly Useful
4,231,0,425,Not Useful
5,50,3,313,Not Useful
4,135,4,560,Not Useful
5,63,0,236,Not Useful
3,292,1,928,Moderately Useful
5,46,0,291,Not Useful
4,67,0,514,Not Useful
4,133,1,451,Not Useful
4,132,0,569,Slightly Useful
5,59,0,429,Not Useful
3,49,0,283,Not Useful
1,35,0,344,Not Useful
5,71,0,311,Not Useful
5,18,0,288,Not Useful
1,259,0,405,Slightly Useful
3,117,4,371,Not Useful
1,242,1,377,Not Useful
5,26,2,620,Slightly Useful
4,390,0,570,Not Useful
3,105,0,739,Not Useful
3,99,2,747,Not Useful
5,28,3,558,Not Useful
5,56,0,303,Not Useful
4,22,1,553,Not Useful
5,42,3,625,Not Useful
5,31,0,395,Not Useful
5,49,1,1239,Moderately Useful
5,31,0,403,Not Useful
5,222,0,714,Slightly Useful
1,49,1,651,Not Useful
4,103,0,457,Not Useful
1,94,0,406,Not Useful
4,21,0,411,Not Useful
4,37,0,388,Not Useful
4,84,0,413,Not Useful
3,134,1,909,Not Useful
5,29,0,469,Not Useful
5,378,1,960,Not Useful
3,78,0,401,Not Useful
2,84,0,338,Not Useful
5,85,0,696,Not Useful
5,166,2,904,Not Useful
4,94,0,522,Not Useful
2,39,0,438,Not Useful
5,93,0,297,Not Useful
2,101,0,706,Not Useful
4,37,0,304,Not Useful
5,26,0,1463,Slightly Useful
1,24,0,401,Not Useful
4,28,3,509,Not Useful
5,26,0,517,Not Useful
2,60,0,700,Not Useful
5,84,0,314,Not Useful
3,139,0,1170,Slightly Useful
5,47,0,341,Not Useful
5,47,0,552,Not Useful
5,45,0,512,Not Useful
5,76,0,380,Not Useful
5,47,0,369,Not Useful
4,36,0,531,Not Useful
4,19,0,803,Not Useful
3,197,0,426,Not Useful
5,20,0,414,Not Useful
5,63,0,395,Not Useful
5,84,1,1209,Slightly Useful
5,151,0,776,Not Useful
4,432,2,1694,Not Useful
4,88,3,787,Not Useful
4,92,2,910,Not Useful
5,29,1,926,Not Useful
4,163,0,970,Not Useful
5,16,0,648,Not Useful
4,164,0,434,Not Useful
5,23,0,617,Not Useful
2,62,1,974,Not Useful
5,38,0,440,Not Useful
5,65,0,737,Not Useful
5,51,2,864,Not Useful
1,55,0,852,Not Useful
5,43,0,952,Not Useful
5,22,0,794,Slightly Useful
2,94,2,1102,Slightly Useful
2,307,0,957,Not Useful
3,29,0,990,Not Useful
4,52,0,953,Not Useful
1,23,0,533,Not Useful
3,63,1,1910,Not Useful
4,92,0,494,Not Useful
4,29,0,698,Not Useful
4,19,0,692,Not Useful
5,26,1,1128,Slightly Useful
4,90,0,825,Not Useful
2,66,0,560,Not Useful
4,62,0,564,Not Useful
5,97,0,552,Not Useful
4,117,0,1170,Not Useful
5,140,0,1257,Slightly Useful
2,142,0,1500,Not Useful
4,74,0,1838,Slightly Useful
4,28,1,1187,Not Useful
4,192,1,1809,Slightly Useful
3,127,0,1199,Not Useful
5,71,0,785,Not Useful
5,44,3,1333,Slightly Useful
5,48,0,796,Not Useful
5,30,0,1405,Slightly Useful
5,168,0,1434,Slightly Useful
5,19,0,821,Not Useful
4,42,0,995,Not Useful
4,81,0,1973,Not Useful
4,18,0,882,Not Useful
4,47,0,962,Not Useful
4,71,0,873,Not Useful
3,246,0,1540,Slightly Useful
5,81,0,1072,Slightly Useful
5,20,0,1097,Not Useful
5,30,2,1146,Slightly Useful
4,85,0,1505,Slightly Useful
4,77,0,1149,Slightly Useful
3,59,0,1171,Not Useful
5,29,0,1221,Slightly Useful
3,35,0,1013,Not Useful
5,21,0,1241,Slightly Useful
5,27,0,999,Not Useful
1,55,0,1452,Not Useful
4,37,0,1125,Not Useful
5,16,0,755,Not Useful
4,241,0,2153,Not Useful
2,36,0,1680,Not Useful
2,17,1,1507,Not Useful
3,73,2,2435,Not Useful
3,33,0,1094,Not Useful
4,15,0,1067,Not Useful
5,18,0,1204,Slightly Useful
4,69,0,1829,Slightly Useful
4,120,0,1955,Slightly Useful
2,50,0,1690,Not Useful
1,19,0,861,Not Useful
4,81,0,981,Not Useful
4,86,0,2026,Not Useful
4,198,0,2086,Not Useful
4,75,0,2071,Not Useful
4,127,0,2110,Not Useful
3,82,0,1807,Not Useful
4,299,0,1098,Slightly Useful
5,46,0,1078,Slightly Useful
5,69,0,1435,Not Useful
4,18,0,944,Not Useful
5,18,14,2011,Not Useful
3,187,0,2063,Not Useful
4,89,0,2327,Not Useful
3,47,0,2384,Not Useful
4,38,0,1654,Not Useful
4,53,0,2073,Not Useful
4,45,0,1446,Not Useful
3,102,0,2307,Not Useful
3,35,0,1564,Not Useful
4,389,0,2651,Slightly Useful
4,31,0,1536,Not Useful
5,79,0,1582,Not Useful
4,199,0,2371,Not Useful
4,38,0,1804,Slightly Useful
5,23,0,1814,Not Useful
5,18,0,1844,Not Useful
3,266,0,1564,Not Useful
4,192,0,2362,Not Useful
4,218,0,2765,Slightly Useful
5,100,0,1197,Not Useful
2,24,0,1203,Not Useful
4,70,0,2540,Not Useful
1,181,0,1418,Not Useful
4,28,0,1699,Not Useful
5,38,0,1773,Not Useful
2,89,0,1413,Not Useful
3,25,0,1493,Not Useful
3,111,0,2106,Not Useful
4,35,0,1989,Not Useful
5,52,0,2387,Not Useful
1,497,0,2302,Not Useful
4,31,0,1513,Not Useful
5,39,0,2405,Not Useful
5,47,0,1513,Not Useful
4,8,0,1660,Not Useful
2,22,0,1666,Not Useful
1,68,0,2742,Slightly Useful
4,19,0,2355,Not Useful
4,92,0,2334,Not Useful
2,36,0,1750,Not Useful
5,35,0,2636,Not Useful
5,43,0,2484,Not Useful
4,50,0,2049,Not Useful
5,26,0,1986,Not Useful
4,21,0,2154,Not Useful
4,20,0,2194,Not Useful
5,69,0,2537,Not Useful
5,29,0,145,Not Useful
1,73,0,139,Not Useful
5,110,6,172,Not Useful
2,34,0,159,Not Useful
5,83,1,354,Not Useful
5,15,0,204,Not Useful
5,84,0,370,Not Useful
3,126,0,437,Slightly Useful
5,22,0,266,Not Useful
4,120,0,473,Not Useful
5,81,0,474,Not Useful
5,272,2,1099,Moderately Useful
3,71,3,716,Not Useful
5,19,0,397,Not Useful
5,49,0,419,Not Useful
5,125,0,625,Not Useful
4,81,0,662,Not Useful
5,107,1,1084,Slightly Useful
5,40,0,512,Not Useful
4,104,0,1139,Slightly Useful
5,151,2,1077,Slightly Useful
4,36,0,736,Not Useful
5,52,0,635,Not Useful
5,27,0,392,Not Useful
5,37,0,579,Not Useful
5,46,0,619,Not Useful
5,42,0,518,Not Useful
5,75,0,703,Not Useful
2,241,0,1007,Slightly Useful
1,48,0,685,Not Useful
5,76,0,1110,Slightly Useful
5,158,0,1661,Moderately Useful
3,37,0,1043,Not Useful
5,38,0,783,Not Useful
4,43,1,1069,Not Useful
5,609,1,1696,Moderately Useful
5,38,0,810,Not Useful
5,22,0,834,Not Useful
4,73,0,815,Not Useful
5,42,0,1112,Moderately Useful
5,20,0,1327,Slightly Useful
4,76,0,1104,Slightly Useful
4,57,0,840,Not Useful
3,81,0,1108,Not Useful
4,66,0,1099,Not Useful
5,69,0,966,Slightly Useful
3,34,0,1107,Not Useful
5,55,0,1168,Slightly Useful
5,88,0,910,Slightly Useful
3,35,0,1049,Not Useful
2,64,0,868,Slightly Useful
5,36,0,1099,Slightly Useful
5,81,0,1275,Slightly Useful
5,44,0,1099,Not Useful
4,78,0,2405,Moderately Useful
5,29,0,1188,Slightly Useful
5,170,0,2735,Highly Useful
5,61,0,1294,Slightly Useful
4,137,0,1872,Slightly Useful
5,27,0,1306,Slightly Useful
2,151,0,2018,Moderately Useful
5,47,0,1142,Slightly Useful
5,237,0,1551,Moderately Useful
5,89,0,1423,Slightly Useful
3,48,0,1904,Slightly Useful
5,25,0,1148,Slightly Useful
5,85,0,1316,Not Useful
5,27,0,1412,Slightly Useful
4,103,0,1811,Moderately Useful
4,21,0,2440,Moderately Useful
5,50,0,1735,Moderately Useful
5,18,0,1775,Slightly Useful
4,25,0,1286,Slightly Useful
5,144,0,2713,Highly Useful
4,27,0,1666,Slightly Useful
5,28,0,1577,Not Useful
4,27,0,2132,Moderately Useful
5,86,0,1919,Moderately Useful
1,53,0,1961,Slightly Useful
4,42,0,2134,Slightly Useful
5,77,0,3100,Highly Useful
5,50,0,2262,Slightly Useful
5,258,0,3404,Extremely Useful
3,39,0,2546,Not Useful
4,48,0,2018,Moderately Useful
5,127,0,2669,Moderately Useful
5,51,0,3033,Highly Useful
4,99,0,3169,Moderately Useful
5,222,0,2826,Highly Useful
5,57,0,2218,Moderately Useful
5,120,0,3094,Highly Useful
3,403,0,1992,Not Useful
4,48,1,290,Not Useful
2,95,0,267,Not Useful
5,31,0,171,Not Useful
1,73,1,386,Not Useful
1,113,0,227,Not Useful
1,61,0,255,Not Useful
4,27,4,346,Not Useful
5,90,0,437,Not Useful
5,40,0,289,Not Useful
3,23,1,324,Not Useful
4,88,0,357,Not Useful
2,66,0,389,Not Useful
4,114,0,403,Not Useful
4,141,0,529,Not Useful
2,266,0,405,Not Useful
3,73,7,1642,Not Useful
5,107,0,500,Not Useful
4,37,0,830,Not Useful
5,41,0,599,Not Useful
1,161,0,1063,Not Useful
1,226,0,708,Not Useful
3,29,0,1245,Not Useful
4,72,0,1011,Not Useful
5,307,3,153,Not Useful
5,188,0,164,Not Useful
5,64,0,180,Not Useful
5,79,2,145,Not Useful
4,48,0,138,Not Useful
4,106,0,145,Not Useful
3,166,5,307,Not Useful
5,41,2,206,Not Useful
2,28,0,153,Not Useful
5,24,0,158,Not Useful
3,134,0,200,Not Useful
5,100,2,233,Not Useful
4,94,0,180,Not Useful
5,210,0,441,Not Useful
5,44,10,258,Not Useful
4,276,5,645,Slightly Useful
5,35,2,306,Not Useful
5,132,4,654,Not Useful
5,127,0,257,Not Useful
5,74,0,156,Not Useful
4,164,1,549,Not Useful
5,45,0,391,Slightly Useful
5,89,3,500,Not Useful
5,36,1,525,Not Useful
2,45,0,214,Not Useful
4,70,0,369,Not Useful
5,122,2,341,Not Useful
3,166,0,348,Not Useful
5,42,1,591,Not Useful
5,43,0,480,Slightly Useful
5,100,9,426,Not Useful
5,44,0,247,Not Useful
2,63,0,176,Not Useful
5,92,1,722,Slightly Useful
4,77,3,691,Not Useful
1,134,1,521,Not Useful
5,67,0,548,Not Useful
4,22,2,490,Not Useful
3,71,0,325,Not Useful
4,57,4,497,Not Useful
5,32,1,608,Not Useful
4,93,0,352,Not Useful
5,281,0,625,Slightly Useful
5,55,0,398,Not Useful
5,40,0,439,Not Useful
5,32,0,488,Not Useful
3,176,1,733,Not Useful
1,110,0,494,Not Useful
3,34,0,408,Not Useful
5,73,2,651,Not Useful
5,128,7,592,Not Useful
5,97,0,659,Not Useful
4,234,0,693,Not Useful
4,19,0,408,Not Useful
4,26,0,488,Not Useful
3,57,0,431,Not Useful
1,185,0,557,Not Useful
4,110,1,724,Not Useful
5,17,0,324,Not Useful
